geolocation_city,geolocation_state,total_orders,avg_lat,avg_lng
alto alegre do iguacu,PR,2,-23.542811279858867,-52.28910357547104
alto caparao,MG,2,-20.444053497570113,-41.870324125615916
alto garcas,MT,2,-16.946129151708696,-53.53109550892496
alto horizonte,GO,2,-14.194380211559102,-49.34015563206796
altamira do parana,PR,2,-24.799390826555005,-52.71544878175329
altaneira,CE,2,-6.999919634947142,-39.739299453186206
alto alegre,PR,2,-22.89738838719939,-51.888509653563055
cristiano otoni,MG,2,-20.827198141281883,-43.80888135798147
cachoeira do campo,MG,2,-20.339073957512912,-43.681674337912284
pacoti,CE,2,-4.225633003744864,-38.91830464970819
ouro verde de minas,MG,2,-18.06957244803235,-41.27328437311341
panelas,PE,2,-8.666594276232464,-36.023923038948816
palmeiras,BA,2,-12.51688809101802,-41.57768001723085
paiva,MG,2,-21.290953944399842,-43.41847642583561
alto parana,PR,2,-23.130349004567282,-52.32030487158121
alto rio novo,ES,2,-19.05822235499108,-41.01879814974316
glicerio,SP,2,-21.382222144227807,-50.20917051985427
gaucha do norte,MT,2,-13.18276206702451,-53.26554597388054
gaviao peixoto,SP,2,-21.838425033908386,-48.49271330498367
buriti dos lopes,PI,2,-3.1774929264642595,-41.869414966186056
buenos aires,PE,2,-7.7244413749003495,-35.327301071340315
passos maia,SC,2,-26.780719237820662,-52.058828204381285
pastos bons,MA,2,-6.599689696480659,-44.08440457193341
pato bragado,PR,2,-24.625809140863744,-54.22673085775215
buritis,RO,2,-10.207044126109722,-63.831088871403665
buritizal,SP,2,-20.19351660532341,-47.70999403830061
frei martinho,PB,2,-6.402787305631923,-36.451641065455775
gloria do goita,PE,2,-8.000526578283457,-35.29501287596602
glorinha,RS,2,-29.881225047560317,-50.7835262916663
goiabeira,MG,2,-18.982839765221968,-41.22390299072754
getulina,SP,2,-21.799746647397733,-49.93136486168771
glicerio,RJ,2,-22.23692886617169,-42.062326781962895
barra de guabiraba,PE,2,-8.420432402918046,-35.661620866823256
barra de santo antonio,AL,2,-9.408516706471508,-35.50889634074188
barra de sao miguel,AL,2,-9.83863907011189,-35.89620514866875
barao de cotegipe,RS,2,-27.61701405791804,-52.38039524446383
romaria,MG,2,-18.884956484882785,-47.585863571648034
roncador,PR,2,-24.59386743208296,-52.2779908643927
rondon,PR,2,-23.41747190845969,-52.77267615047669
buritirama,BA,2,-10.715085941727198,-43.6342828669913
lourdes,SP,2,-20.96536801986327,-50.22558899904064
lucianópolis,SP,2,-22.430820013229603,-49.52193823995829
luisburgo,MG,2,-20.439607604112577,-42.10392303953498
luiziana,PR,2,-24.284288514974495,-52.2767681817877
lindoeste,PR,2,-25.267636611456673,-53.57285653285032
crisolita,MG,2,-17.260138977246726,-41.00688275905593
crissiumal,RS,2,-27.497914952684063,-54.09978360464795
barra,BA,2,-11.091426618171694,-43.14545144223989
carmopolis,SE,2,-10.648336110402456,-36.987631225713095
cariri do tocantins,TO,2,-11.905019372781869,-49.16622321648179
sonora,MS,2,-17.583081258667853,-54.754409378924095
aparecida de são manuel,SP,2,-22.731143832409984,-48.61068860654759
aparecida de goiânia,GO,2,-16.774789718843284,-49.34452160099674
antonio cardoso,BA,2,-12.437692684045293,-39.12045661530482
antonio carlos,SC,2,-27.516649881170018,-48.76884943896694
antonio pereira,MG,2,-20.28758954681794,-43.48123170237622
sao luis do quitunde,AL,2,-9.313365468898668,-35.56758966152875
sao martinho,SC,2,-28.166015202653163,-48.978286567663815
carnaubais,RN,2,-5.337733879077279,-36.83630689504175
carnaubal,CE,2,-4.16476401942149,-40.938723359086154
carolina,MA,2,-7.331741136185456,-47.46865088345743
carutapera,MA,2,-1.204072657270092,-46.02104434904004
limeira do oeste,MG,2,-19.54562243892238,-50.582284329250925
carmo do rio verde,GO,2,-15.356895077264507,-49.70235518936493
rodeio bonito,RS,2,-27.47330447119546,-53.17050386349097
rodolfo fernandes,RN,2,-5.7891534098677715,-38.06065263299912
sao roque de minas,MG,2,-20.24055665252988,-46.382097099980314
sao paulo das missoes,RS,2,-28.021510981557213,-54.9380392774257
sao pedro de alcantara,SC,2,-27.56805873603553,-48.777519213786796
sao miguel do tapuio,PI,2,-5.503124691594767,-41.32302819869242
sao miguel dos campos,AL,2,-9.782428577622511,-36.09498813264467
sao luis do curu,CE,2,-3.670938815642368,-39.24010230667919
patrocinio do muriae,MG,2,-21.151981730077477,-42.210901163695674
patrocinio paulista,SP,2,-20.644424619529307,-47.28110045998544
passa tres,RJ,2,-22.69580382907742,-44.00290735476933
paripiranga,BA,2,-10.68050249649417,-37.86599600865977
parana,TO,2,-12.616803753950634,-47.87578736776262
paranapua,SP,2,-20.10058497472937,-50.587202548420095
paranatinga,MT,2,-14.379562568914999,-54.05867213555142
roca sales,RS,2,-29.28655913641843,-51.872455322911655
aracoiaba,PE,2,-7.788981425274833,-35.088852685542996
sao sebastiao da boa vista,PA,2,-1.68131502084473,-49.55046882975536
laranjal do jari,AP,2,-0.46790722755920855,-52.6153135483813
lavras da mangabeira,CE,2,-6.753572603131509,-38.99100741638856
leandro ferreira,MG,2,-19.717601976039926,-45.02483772207438
lagoa nova,RN,2,-6.095123665223916,-36.46851727046746
lagoa do ouro,PE,2,-9.125033717775127,-36.4592499983351
sao pedro do turvo,SP,2,-22.735077769525812,-49.64274673437182
chaveslandia,MG,2,-19.04329047203457,-50.48805214021181
chacara,MG,2,-21.677323573632474,-43.22019644542632
chale,MG,2,-20.044837844618513,-41.69154550334606
chapada do norte,MG,2,-17.095485036819124,-42.53427732623978
itirapina,SP,2,-22.252002596014556,-47.81543112451409
itororo,BA,2,-15.110414504915589,-40.06707076332642
aramari,BA,2,-12.091330630741258,-38.5003316145126
aracitaba,MG,2,-21.341162438544124,-43.37755847112716
turvo,PR,2,-25.037353612646363,-51.528090778212245
turvolandia,MG,2,-21.87562673494912,-45.78858588522878
tunas do parana,PR,2,-24.972411402943333,-49.06251849434402
tuparendi,RS,2,-27.750496999928444,-54.48986302904244
fruta de leite,MG,2,-16.116153206536715,-42.53032980281246
cubati,PB,2,-6.863480404602719,-36.354930085119705
itapirapua paulista,SP,2,-24.566684155812514,-49.17994200783829
itapirapuã,GO,2,-15.818486836263315,-50.61773518037836
rio tinto,PB,2,-6.80338209469453,-35.07673804443287
rio formoso,PE,2,-8.66225420822748,-35.15271246410155
brás pires,MG,2,-20.853478504143315,-43.24239766289435
brazabrantes,GO,2,-16.43241381438336,-49.387132091166634
paudalho,PE,2,-7.8943420623158795,-35.178641709843
pauliceia,SP,2,-21.311172478188915,-51.834902374357675
tutoia,MA,2,-2.77093891489611,-42.277150306483854
turvania,GO,2,-16.608937369210462,-50.13409465060814
juscimeira,MT,2,-16.053197790277082,-54.88853844051774
jussari,BA,2,-14.597055748289412,-39.84782718071237
junco do seridó,PB,2,-6.994437727527543,-36.71347392610991
junqueiro,AL,2,-9.888675029135362,-36.46836013110915
jupi,PE,2,-8.711963126912739,-36.41573761536963
juranda,PR,2,-24.419267773158033,-52.8454951753832
arapeí,SP,2,-22.67367247295803,-44.446542673956124
sao thome das letras,MG,2,-21.72237309802643,-44.9835636664046
jacinto,MG,2,-16.156206939181896,-40.29470991190349
jaguaquara,BA,2,-13.528891311211662,-39.97731887865848
jaboti,PR,2,-23.7434134364928,-50.073356343680295
joão câmara,RN,2,-5.539423577720683,-35.81768496285475
lagoa do carro,PE,2,-7.8427401417238904,-35.31142137571598
juvenilia,MG,2,-14.297104193420415,-44.16764168518628
kalore,PR,2,-23.82866130235269,-51.67231734102463
ladainha,MG,2,-17.631604123802298,-41.746840513326276
pedregulho,SP,2,-20.248446312480418,-47.476741704155444
pedra bela,SP,2,-22.795078505153498,-46.4459800210432
pedra branca,CE,2,-5.45697491231725,-39.7144967300376
paulo jacinto,AL,2,-9.36857180165382,-36.37146069359348
paulo lopes,SC,2,-27.978665492288254,-48.68271760811336
simolandia,GO,2,-14.467797331163872,-46.482637767423135
sinimbu,RS,2,-29.530501568712488,-52.52211472129332
sitio do quinto,BA,2,-10.359784781277792,-38.17889441856951
cumari,GO,2,-18.26475442537532,-48.149793546319394
cumaru,PE,2,-8.010752115238366,-35.6985165051966
rio das antas,SC,2,-26.89331087193089,-51.05648215052937
rio do antonio,BA,2,-14.404103359723551,-42.07762183922079
barrolandia,TO,2,-9.835547680795925,-48.72605594606052
barracao,RS,2,-27.677505971326728,-51.45766438683285
barro alto,BA,2,-11.76948844484253,-41.90185348124609
pedras de fogo,PB,2,-7.40198929384412,-35.11521553577262
ribeiraozinho,MT,2,-16.48808199266851,-52.69858627244756
ribeirao branco,SP,2,-24.190933403133126,-48.81137550504264
riachao das neves,BA,2,-11.749759183121165,-44.90972215555026
riachinho,MG,2,-16.23017177235179,-45.99141725875838
riacho das almas,PE,2,-8.119032745627358,-35.8554051863047
botuvera,SC,2,-27.200822028030466,-49.07837365853379
braco do rio,ES,2,-19.24593411404079,-40.091152596757134
pindoba,AL,2,-9.475011165772862,-36.288993222832076
francisco dumont,MG,2,-17.313346146163163,-44.23241696253605
frecheirinha,CE,2,-3.7589905989603696,-40.816151637596896
formoso,MG,2,-14.957216746740068,-46.229815235894776
formigueiro,RS,2,-29.9992301981563,-53.50054936444503
pentecoste,CE,2,-3.7957425830621236,-39.27256514944034
rifaina,SP,2,-20.079712422710767,-47.42466662704398
rinopolis,SP,2,-21.725410518910465,-50.723761355843365
ribeirao vermelho,MG,2,-21.185458382865324,-45.059928919233364
peritiba,SC,2,-27.37274382176564,-51.90567427153452
perola,PR,2,-23.803095878753485,-53.68155087435691
perpetuo socorro,MG,2,-19.312148417523655,-42.37318971562277
penaforte,CE,2,-7.8295250168819885,-39.075499485055396
pendencias,RN,2,-5.259305875315556,-36.718540718094914
urucuca,BA,2,-14.590520575188583,-39.285934813859086
união da vitória,PR,2,-26.227205361871476,-51.06184983208668
urandi,BA,2,-14.768415571576352,-42.65584924472297
araguapaz,GO,2,-15.098425662944779,-50.617515281317765
itapetim,PE,2,-7.378575294274628,-37.191770872746766
itapicuru,BA,2,-11.309948380095937,-38.21951612249751
picuí,PB,2,-6.506546016675193,-36.34468987915423
piacabucu,AL,2,-10.40198438356759,-36.419966170263685
piata,BA,2,-13.11064956773182,-41.68870144744786
piau,MG,2,-21.5071675989488,-43.321559205639325
periquito,MG,2,-19.32785270372425,-42.288582889143946
itaueira,PI,2,-7.600380663829013,-43.02652262908984
itaú,RN,2,-5.840833708021792,-37.99304778263783
sitio novo do tocantins,TO,2,-5.607352810437594,-47.64917313667066
floreal,SP,2,-20.676786336562632,-50.149212613779234
ferros,MG,2,-19.247823639092896,-42.957790689221746
fazenda vilanova,RS,2,-29.58577995078552,-51.829061985160564
feliz deserto,AL,2,-10.294195260579944,-36.3085517531178
extremoz,RN,2,-5.6962590285086545,-35.281779332893365
sao tome,PR,2,-23.535477037314056,-52.58933520827306
sao vendelino,RS,2,-29.37382861712204,-51.37282573866924
sao vicente,RN,2,-6.218327645016981,-36.68257322080736
catu de abrantes,BA,2,-12.84995914015199,-38.27847949097082
castelo do piaui,PI,2,-5.319299883533075,-41.5509639057129
castro alves,BA,2,-12.76647898695337,-39.42239071000821
jucurucu,BA,2,-16.84106075344821,-40.14434728637776
julio mesquita,SP,2,-22.01093462817097,-49.79005463803884
jardim,CE,2,-7.586145933882586,-39.27296868456545
jardim alegre,PR,2,-24.18024862842608,-51.69007246669605
jaguaruna,SC,2,-28.633920987357754,-49.024157474362944
satubinha,MA,2,-4.038562291788479,-45.23737623167276
sape,PB,2,-7.092610293602238,-35.23149849004836
sapeaçu,BA,2,-12.731409494242664,-39.18745335471256
sapopema,PR,2,-23.910420662200718,-50.57946136072558
sarapui,SP,2,-23.637789964373795,-47.82642968733283
boqueirao do leao,RS,2,-29.302432809389433,-52.42974132558072
alhandra,PB,2,-7.433968779567003,-34.910447698646784
alianca do tocantins,TO,2,-11.305018450553813,-48.937210314892596
alexandria,RN,2,-6.413355657069214,-38.013967260122904
alagoinha,PB,2,-6.949275120162892,-35.54543763599661
figueiropolis d'oeste,MT,2,-15.45059207987621,-58.737465392678395
flor da serra do sul,PR,2,-26.255804307987933,-53.30585264793609
florai,PR,2,-23.318809614427238,-52.30525570332454
jequié,BA,2,-13.870853892839522,-40.0822380986573
jerônimo monteiro,ES,2,-20.791387301827758,-41.392078937948796
jequia da praia,AL,2,-14.958392755669495,-39.98575101478782
saúde,BA,2,-10.939838614530316,-40.420611459202846
seberi,RS,2,-27.48204459903416,-53.4014350145469
satuba,AL,2,-9.569708628845596,-35.82583626195491
jaci,SP,2,-20.884709308834225,-49.57192076295022
jacigua,ES,2,-20.706822352054118,-41.01712786426433
pindorama,SP,2,-21.184170397432016,-48.9079733309035
pindorama do tocantins,TO,2,-11.143886531031116,-47.57513582310215
espigao,SP,2,-22.19552228481866,-51.3567411304972
celina,ES,2,-19.851581656301253,-40.57072169300674
cavalcante,GO,2,-13.794652877169758,-47.45838362864478
jesúpolis,GO,2,-15.954504603802935,-49.38572384624183
jequitai,MG,2,-17.228786404946344,-44.4325203984316
jequitiba,MG,2,-19.232471283527982,-44.0238313224809
bonito,PA,2,-1.3638164086206872,-47.307780092892294
pimenta,MG,2,-20.481597211404083,-45.80293182841383
pimenteiras,PI,2,-6.235368577666913,-41.420549314374846
pindai,BA,2,-14.488150497918747,-42.68510770141822
bom retiro do sul,RS,2,-29.60072374263251,-51.93419702846099
piripa,BA,2,-14.943191650637957,-41.717850447763524
pintadas,BA,2,-11.812466362034584,-39.90706127081498
piracuruca,PI,2,-3.9289602259519874,-41.709687435604465
fatima,BA,2,-10.595309591903002,-38.213006207598376
urucurituba,AM,2,-3.055411886272194,-58.076888115600596
uruoca,CE,2,-3.3207038949212935,-40.58027403996299
borrazopolis,PR,2,-23.940317748786466,-51.58518050497007
bonfinopolis,GO,2,-16.61353756300374,-48.96374046581481
bonfinopolis de minas,MG,2,-16.562527667206663,-45.9986358674731
boninal,BA,2,-12.709313125048306,-41.830256238939036
bonito,BA,2,-11.968975435554178,-41.2665485580868
bocaiuva do sul,PR,2,-25.21080605480616,-49.111757263590974
bodocó,PE,2,-7.778681519270723,-39.936950121111394
bodoquena,MS,2,-20.55050575634081,-56.67835671179238
porangaba,SP,2,-23.180441288501907,-48.12477521833464
portalegre,RN,2,-6.025217180076264,-37.98828381697318
portelandia,GO,2,-17.35597927382272,-52.67872562248188
ponto dos volantes,MG,2,-16.75951876773973,-41.49681223856985
pontalina,GO,2,-17.518138770022407,-49.45041060514923
quixelô,CE,2,-6.241155539473785,-39.19200029464084
quixere,CE,2,-5.071963778883321,-37.985429156584956
rancho queimado,SC,2,-27.672653628949206,-49.02203223601675
placas,PA,2,-3.866943073901409,-54.217563134175556
bom jesus da serra,BA,2,-14.373890293319775,-40.50720409145588
bom jesus das selvas,MA,2,-4.502895843702964,-46.85549096141207
bom jesus,SC,2,-26.734159431290017,-52.39024293725593
bom jesus da penha,MG,2,-21.018142161416034,-46.518655621662255
damianopolis,GO,2,-14.558825045092368,-46.175249736965654
dario meira,BA,2,-14.432570124936387,-39.904578538190265
euclides da cunha paulista,SP,2,-22.570621771379255,-52.3908216193817
alpercata,MG,2,-18.978826415455085,-41.97968305588025
vargem,SP,2,-22.894549657811083,-46.41063286982591
alfredo wagner,SC,2,-27.70013863320932,-49.33157442341497
reserva do cabacal,MT,2,-15.120726622753033,-58.38548480831002
rechan,SP,2,-23.599153923116557,-48.31747225605046
iuna,ES,2,-20.349111920880414,-41.53373039669444
ivai,PR,2,-25.007481907240674,-50.855188365256616
jabora,SC,2,-27.172887867527518,-51.7357961888451
jaraguari,MS,2,-20.100770545040934,-54.43548223739682
david canabarro,RS,2,-28.38912938983304,-51.84383599037798
denise,MT,2,-14.728321754761755,-57.04935061906149
deodápolis,MS,2,-22.251682541511787,-54.16017129885406
deputado irapuan pinheiro,CE,2,-5.879736632121809,-39.25783253964072
vila nelita,ES,2,-18.476713762810867,-41.01877846394589
vila nova,PR,2,-24.576397290342136,-53.80082355626951
emilianopolis,SP,2,-21.830441063754055,-51.48314002332803
engenheiro passos,RJ,2,-22.056619499199538,-44.99224961571747
echapora,SP,2,-22.4299509636415,-50.20543406742506
abaira,BA,2,-13.25061237162442,-41.66388175580626
elisio medrado,BA,2,-12.945754382865934,-39.52141988424625
wenceslau braz,PR,2,-23.876226772516343,-49.80225246519825
dobrada,SP,2,-21.518612546651045,-48.392202600489014
diogo de vasconcelos,MG,2,-20.486371372252332,-43.19857046850785
dionísio,MG,2,-19.837960160174493,-42.76514775422936
zacarias,SP,2,-21.050431326479043,-50.05272655419454
zortéa,SC,2,-27.45577776291212,-51.55171978347314
água branca,PB,2,-7.515394976776802,-37.6398493782455
abrantes,BA,2,-12.829740573799095,-38.2649856931729
virgolandia,MG,2,-18.474654075924672,-42.309601341654535
espírito santo do turvo,SP,2,-22.69511222848384,-49.430369860135634
agua clara,MS,2,-20.441149398605198,-52.87735307459614
agua comprida,MG,2,-20.057791817035962,-48.10811794228084
vicencia,PE,2,-7.6574956697524215,-35.32130610028149
vicentinopolis,GO,2,-17.73327729043038,-49.80489256686138
victor graeff,RS,2,-28.56183322076022,-52.73980049880446
agronomica,SC,2,-27.268552042340637,-49.71196936466438
divisa alegre,MG,2,-15.725920378278673,-41.3414846034514
senador modestino goncalves,MG,2,-17.948626059192208,-43.22280023802128
cerro grande do sul,RS,2,-30.5950876526286,-51.75234557238621
jatauba,PE,2,-7.987393662317679,-36.496402368672854
celso ramos,SC,2,-27.63320205167086,-51.337239601534826
ceará-mirim,RN,2,-5.637682235371914,-35.42298981325486
estrela d'oeste,SP,2,-20.285484534887296,-50.39756171781864
estrela do indaia,MG,2,-19.532003193597255,-45.78781267387939
espigao alto do iguacu,PR,2,-25.42405400767098,-52.83424961394049
armazem,SC,2,-28.259765661012782,-49.017760094190386
arneiroz,CE,2,-6.325943690618894,-40.15613983579525
areia,PB,2,-6.96672904710812,-35.70250563207212
sao domingos,SC,2,-26.559935658120672,-52.53337815092772
sao domingos do maranhao,MA,2,-5.5822651212599395,-44.38091613660304
mondai,SC,2,-27.101575115595427,-53.400361871374365
montauri,RS,2,-28.65338084251949,-52.075866110814346
mojui dos campos,PA,2,-2.6832381040406053,-54.63846808173611
xapuri,AC,2,-10.652226188202285,-68.50293467826819
xavantina,SC,2,-27.03885879445281,-52.33428686916172
abare,BA,2,-8.695825761079504,-39.1555267107371
irai de minas,MG,2,-18.986054664753812,-47.4632510481309
iramaia,BA,2,-13.2937085863723,-40.957560340136084
ipixuna do para,PA,2,-2.68947644474244,-47.63510776159873
arembepe,BA,2,-12.724844654264318,-38.216389601246426
arenapolis,MT,2,-14.460089676675953,-56.84269476021982
porto amazonas,PR,2,-25.548289202306858,-49.89341320142013
