geolocation_city,geolocation_state,total_orders,avg_lat,avg_lng
ribeira do amparo,BA,1,-10.998030196324375,-38.403300508482964
ribeirao cascalheira,MT,1,-12.918450883311415,-51.79902937542777
ribeiro junqueira,MG,1,-19.82190436837232,-44.00995343801027
bonfim,RR,1,3.3621150581128316,-59.83322248785685
bonito de minas,MG,1,-15.323332390913766,-44.75789991476468
bonito de santa fe,PB,1,-7.313342946555163,-38.51421804158558
boquira,BA,1,-12.796852188705783,-42.71130889843319
boraceia,SP,1,-22.196133797116712,-48.77801123326215
bossoroca,RS,1,-28.727270770936784,-54.9107887611147
botelho,SP,1,-21.975891484603352,-47.675090169220525
botupora,BA,1,-13.379246877494014,-42.52231109875634
pirambu,SE,1,-10.738915617987436,-36.85682459718917
piratini,RS,1,-31.437823478808454,-53.10346643852284
piraí do norte,BA,1,-13.765552472473683,-39.37731108822477
pires ferreira,CE,1,-4.25175167620517,-40.62503550778546
pirpirituba,PB,1,-6.779830500449045,-35.49712702239184
pilar,PB,1,-7.262389717269751,-35.26037387251013
bom retiro,SC,1,-27.79835761038368,-49.488573081200194
bom sucesso,PR,1,-23.709291485041188,-51.76783096410405
pau brasil,BA,1,-15.464697689957577,-39.65303845786902
pau d'arco,PA,1,-7.833845096031688,-50.04147561161541
paula candido,MG,1,-20.873017430242566,-42.98126645882965
paula freitas,PR,1,-26.205468507303863,-50.93207217140116
paulista,PB,1,-6.5983787544880474,-37.62309129188835
brasilandia,MS,1,-21.26624262335363,-52.06609443412147
brasilandia de minas,MG,1,-17.00502700552426,-46.0061646639406
brasileia,AC,1,-11.005940733106021,-68.74917530692646
peixe,TO,1,-12.032918171228046,-48.53987814765796
barra longa,MG,1,-20.28331413855323,-43.03934543153543
barracao,PR,1,-26.253823547714124,-53.63388338074033
barreira,CE,1,-4.291176025645771,-38.6417165334928
barro alto,GO,1,-14.965873629628225,-48.919185735793526
barro preto,BA,1,-14.808885344555364,-39.47327128746456
barrocas,BA,1,-11.531422232554455,-39.07759493501058
barão de cocais,MG,1,-19.859866222327437,-43.45074764371449
pedra lavrada,PB,1,-6.7576486810483125,-36.467601490733436
pedra menina,MG,1,-21.358676506270264,-46.150542635850535
pedranopolis,SP,1,-20.249109437731097,-50.11125021710777
pedrao,BA,1,-12.146156745779068,-38.64382697435264
pedras altas,RS,1,-31.73356683118392,-53.586333437758334
pedro gomes,MS,1,-18.10000654047169,-54.5517524207499
pedro ii,PI,1,-4.429295476576521,-41.45392129985152
pedro velho,RN,1,-6.43572967465714,-35.21941217608294
pescador,MG,1,-18.35655666791846,-41.59649748734009
piacatu,SP,1,-21.592648210982134,-50.59921179543152
pianco,PB,1,-7.198683515770482,-37.92494830350167
picada cafe,RS,1,-29.444505592178658,-51.13237861130522
picarra,PA,1,-6.4496616307787376,-48.867987802707056
pavao,MG,1,-17.429588073089196,-41.000179991325815
pedra branca,PB,1,-7.428534985166792,-38.070508598916206
pedra do indaia,MG,1,-20.260530272029385,-45.20927693273886
pareci novo,RS,1,-29.63739644121202,-51.40402786525684
paripueira,AL,1,-9.462653803070658,-35.546981410965365
parisi,SP,1,-20.305991533548113,-50.011150681476224
parnarama,MA,1,-5.681526563363478,-43.09391386530676
passa tempo,MG,1,-20.652362406747603,-44.49185581676562
passagem franca,MA,1,-6.1798968851136795,-43.77918230870625
passira,PE,1,-7.98068080703048,-35.581976980508955
passo de camaragibe,AL,1,-9.250591921209962,-35.48615736906864
rio grande do piaui,PI,1,-7.775791129733579,-43.13724312257374
rio rufino,SC,1,-27.863294100965383,-49.78212355987929
rio verde,PR,1,-24.474612953774336,-52.87775898122082
riversul,SP,1,-23.82901502757101,-49.43437700441544
paranapoema,PR,1,-22.656836069117308,-52.083648676568565
paranhos,MS,1,-23.892317950135578,-55.42947870233529
paraíso das águas,MS,1,-19.029384395433585,-53.01467279197081
pardinho,SP,1,-23.08998348577017,-48.384063172673436
breves,PA,1,-1.6827641076623434,-50.47971983783625
britania,GO,1,-15.243476632392776,-51.164330801417705
brotas de macaúbas,BA,1,-12.007079224288079,-42.6197670573623
paulistania,SP,1,-22.57807210421951,-49.40335898887546
rio doce,MG,1,-20.245228686986213,-42.897278593634475
rio dos cedros,SC,1,-26.742551405132584,-49.27417288129167
rio dos indios,RS,1,-27.30519345806183,-52.842023145525545
rio espera,MG,1,-20.856315961070795,-43.48265709146685
braunas,MG,1,-19.20869666709772,-42.97641519891935
brejetuba,ES,1,-20.14768728208619,-41.29158581823656
brejo,MA,1,-3.6796750053374514,-42.753229897613146
brejo do cruz,PB,1,-6.347542647198111,-37.4999982744409
brejo dos santos,PB,1,-6.376879978247281,-37.825443446792654
brejo grande,SE,1,-10.43007145626256,-36.46656089630383
brejoes,BA,1,-13.100003439556863,-39.80915359448122
brejolandia,BA,1,-12.484797099889365,-43.961172580152045
padre paraiso,MG,1,-17.074140117786982,-41.48690537761204
paial,SC,1,-27.254960532992147,-52.4994708847488
paineiras,MG,1,-18.90455108362535,-45.53364907227385
palhano,CE,1,-4.7456620869071395,-37.96176139959635
palmares paulista,SP,1,-21.086251669471906,-48.804567588986195
palmeira dos índios,AL,1,-9.410005917339076,-36.647410054144544
palminopolis,GO,1,-16.79339818324716,-50.16222221242237
palmital,PR,1,-24.88563458678617,-52.21014090533628
barao ataliba nogueira,SP,1,-22.385054284853233,-46.746542723742934
barao de juparana,RJ,1,-22.344358414159082,-43.68163917845686
barao do triunfo,RS,1,-30.397890461023405,-51.74683334081304
barauna,RN,1,-5.080090580762593,-37.61646139949968
barra de santa rosa,PB,1,-6.722975852710321,-36.05636685098978
barra do jacare,PR,1,-23.112718429096926,-50.175860427059064
barra do rio azul,RS,1,-27.410053168682186,-52.41363609091986
padre gonzales,RS,1,-27.4340091145216,-53.96116798493659
buritirana,MA,1,-5.482464652508486,-47.22083130578991
cabaceiras do paraguacu,BA,1,-12.5618254818023,-39.18153999621979
cabeceiras,GO,1,-15.80524926175744,-46.93058467081313
cabixi,RO,1,-13.486852444177552,-60.53788286186566
romelândia,SC,1,-26.676332683605008,-53.31972479541719
rosario,MA,1,-2.9402330356569957,-44.249544171962235
banzaê,BA,1,-10.585166781112665,-38.61846189558877
barao,RS,1,-29.376412430019997,-51.499123783250354
patis,MG,1,-16.86498107171183,-44.06830280816432
paraiso do sul,RS,1,-29.723802873745612,-53.17918716660632
paraju,ES,1,-20.340183139504454,-40.73167973417412
bugre,MG,1,-19.429537697924797,-42.25735678929433
buique,PE,1,-8.62060978721165,-37.14944718709074
buriti,MA,1,-3.944243935492534,-42.914429901916115
buriti alegre,GO,1,-18.13450400303502,-49.04126187425261
buriti do tocantins,TO,1,-5.321205248711932,-48.21111239878048
salvador do sul,RS,1,-29.44141212383164,-51.51055666604566
oiapoque,AP,1,3.842508276217248,-51.833958416345595
olaria,MG,1,-21.86084295267034,-43.93540762223418
olhos-d agua,MG,1,-17.401603862301886,-43.571005447498884
onda verde,SP,1,-20.608164456239606,-49.29805907727272
orizania,MG,1,-20.506175664051682,-42.20584853608781
orobo,PE,1,-7.749149101441677,-35.60411555603403
osvaldo kroeff,RS,1,-28.976685770130608,-50.06326295388895
rubineia,SP,1,-20.17231754158079,-51.00082399748581
sabaudia,PR,1,-23.321110220245096,-51.55520232201964
saboeiro,CE,1,-6.534401614498916,-39.87353306485165
sacra familia do tingua,RJ,1,-22.48439489419429,-43.602306127871884
salinas da margarida,BA,1,-12.874081355187327,-38.760463746164696
salobro,BA,1,-11.860459652819213,-41.75396975925798
salto do itararé,PR,1,-23.605268403449074,-49.62747582545455
salto grande,SP,1,-22.88681393225493,-49.982191819801756
cacaulândia,RO,1,-10.33854518042262,-62.907643074084675
cachoeira do brumado,MG,1,-20.39476345719793,-43.27792861411475
cachoeira dourada,MG,1,-18.531781647695585,-49.49432301857276
caem,BA,1,-11.115152636765668,-40.39174854621037
caetés,PE,1,-8.774425478355141,-36.62489739458794
padre carvalho,MG,1,-16.347208540874067,-42.531075839373294
rosário do ivaí,PR,1,-24.25491202256432,-51.2514627519999
rubelita,MG,1,-16.405581873611123,-42.26188343737363
palmopolis,MG,1,-16.74456482624012,-40.41430611310587
pancas,ES,1,-19.195901004272244,-40.84616628146892
paraiso,SC,1,-26.622474945538524,-53.67563706127842
ouro verde de goias,GO,1,-16.2184895491168,-49.196335588450886
ouro verde do oeste,PR,1,-24.773798104953304,-53.90499628743192
ouvidor,GO,1,-18.232893885782634,-47.83426376593868
pacotuba,ES,1,-20.762729094305136,-41.271606233951005
pacuja,CE,1,-3.979862753185089,-40.696004315252104
caiçara do norte,RN,1,-5.063372966196423,-36.05112829734299
cajapio,MA,1,-2.8762657761064014,-44.672934084080396
cajari,MA,1,-3.321816931557347,-45.01488892761193
cajueiro,AL,1,-9.398762700999793,-36.146956946374715
cajuri,MG,1,-20.788628855033426,-42.79602770750053
calcado,PE,1,-8.74221182227642,-36.33608799281209
caldas brandao,PB,1,-7.161965454299922,-35.34996167963895
caldeirao grande do piaui,PI,1,-7.33222919962967,-40.63667015643963
novo cabrais,RS,1,-29.73735462458039,-52.95390846390036
novo horizonte,SC,1,-26.45080476069953,-52.82987613528218
novo itacolomi,PR,1,-23.765090555947094,-51.50670423186026
novo jardim,TO,1,-11.819560788904193,-46.62521807090953
novo lino,AL,1,-8.941920209972302,-35.6635919416324
novo machado,RS,1,-27.561450348196107,-54.50039835905089
caibate,RS,1,-28.29002552855853,-54.63990114817956
cairu,BA,1,-13.484783183416193,-39.02506035910309
santa cecilia,PB,1,-7.7441464600968,-35.8834014481812
santa cecilia do pavao,PR,1,-23.518440085658284,-50.78419091436513
santa clara d'oeste,SP,1,-20.092526859081097,-50.92708150606047
santa cruz do piaui,PI,1,-7.181333838873075,-41.7653746080134
santa cruz do timbo,SC,1,-26.52900554582622,-50.34219683322825
santa fe de minas,MG,1,-16.945433238326146,-45.32339298714918
santa filomena,PE,1,-8.188723793065892,-40.66000827563244
novo brasil,ES,1,-19.249396534825074,-40.518293109768535
ourem,PA,1,-1.5484759472986485,-47.11441508631301
ourizona,PR,1,-23.40463243548767,-52.19355180319951
ouro,SC,1,-27.333700204666858,-51.605259013403035
sandolandia,TO,1,-12.53921973679262,-49.92660328672929
sanga puita,MS,1,-22.620252432503314,-55.62833176241239
santa amelia,PR,1,-23.26758773800529,-50.42845018671307
santa barbara do para,PA,1,-1.231835637406864,-48.28934576325983
santa brigida,BA,1,-9.734568624994122,-38.126960589140715
nova santa rita,PI,1,-8.074450129153925,-42.04957577845157
nova timboteua,PA,1,-1.1827933479544828,-47.38893559148273
nova ubiratã,MT,1,-13.016623505122645,-55.17194331679937
nova vicosa,BA,1,-17.898358182362454,-39.37363049842613
novais,SP,1,-20.99543528043601,-48.919331724846614
novo alegre,TO,1,-12.914308930078104,-46.57394544207846
nova america,GO,1,-15.02206686103527,-49.893398070713395
nova america da colina,PR,1,-23.33126668325342,-50.71854215134922
nova luzitania,SP,1,-20.856451163027177,-50.26211321114505
nova olinda,TO,1,-7.630078590577124,-48.42301010954237
nova pádua,RS,1,-29.027600933861294,-51.30913401762652
nova redencao,BA,1,-12.8161305099824,-41.069748002827914
nova resende,MG,1,-21.11141078117889,-46.420562692445976
nova roma,GO,1,-13.741770516069945,-46.88151285654092
nova roma do sul,RS,1,-28.987234388238626,-51.40785295265843
nova santa barbara,PR,1,-23.588055104023535,-50.76292673504195
balbinos,SP,1,-21.901262418619652,-49.356838571590075
balsa nova,PR,1,-25.57349560568768,-49.62757015584016
banabuiu,CE,1,-5.305421492508686,-38.91961635134182
bandeirantes,MS,1,-19.909944722599914,-54.36436481330819
bandeirantes d'oeste,SP,1,-23.106241494540207,-50.377957047095386
santa leopoldina,ES,1,-20.100361493805377,-40.53208940796703
santa lucia,PR,1,-25.405714654907555,-53.56701386489992
nova laranjeiras,PR,1,-25.305346043348553,-52.53942861117956
calmon,SC,1,-26.602931196443897,-51.099089272478885
camacho,MG,1,-20.62674426960462,-45.15581132546862
novo mundo,MT,1,-9.97568264413675,-55.17406986024913
novo planalto,GO,1,-13.240724859882576,-49.50851878407679
santa isabel do rio preto,RJ,1,-22.228423218563268,-44.06655708806323
bacaxa,RJ,1,-22.893316085785226,-42.47000671301413
baixa grande,BA,1,-11.96147261711341,-40.16778905956732
baixa grande do ribeiro,PI,1,-7.9084243651879484,-45.21088308989325
nobres,MT,1,-14.712726951281516,-56.31519130999977
nortelandia,MT,1,-14.45246234638014,-56.80464529140043
nossa senhora das dores,SE,1,-10.464356642872392,-37.210806466356985
cambara do sul,RS,1,-29.053500891544406,-50.14571173383808
cambiasca,RJ,1,-21.714719999999943,-41.92499999999996
campinacu,GO,1,-13.805494461607296,-48.56666977907482
nossa senhora de caravaggio,SC,1,-25.779146417776126,-48.26006409087198
nossa senhora de lourdes,SE,1,-10.078082211566453,-37.05431618159144
santa maria,RN,1,-5.84076151578525,-35.692963484542844
santa maria do herval,RS,1,-29.494150859331633,-50.97731187385151
santa maria do salto,MG,1,-16.25095463688231,-40.14959666472865
santa quiteria do maranhao,MA,1,-3.4857516742191215,-42.58617862223904
santa rita,MA,1,-3.1354042750710693,-44.320878493885935
santa rita da floresta,RJ,1,-15.632864242164501,-43.072635886699686
santa rita de jacutinga,MG,1,-22.149054319383264,-44.094119233185026
santa rita do itueto,MG,1,-19.360651145284034,-41.38374849184643
nova guarita,MT,1,-10.310601820328687,-55.404855127740255
nova guataporanga,SP,1,-21.332455863200394,-51.64596990139046
nova independencia,SP,1,-21.107561050741538,-51.49134299887708
nova ipixuna,PA,1,-4.9214714305945515,-49.07880708174833
nova lacerda,MT,1,-14.474447766348016,-59.58685492554173
santa luzia do norte,AL,1,-9.601084296363338,-35.823857108129
santa luzia do parua,MA,1,-2.545479009345607,-45.775243833212755
santa maria,RJ,1,-11.314698067779764,-34.725129839453665
nova araca,RS,1,-28.659589690065662,-51.74863202315353
nova aurora,GO,1,-18.058583667460102,-48.255939560009146
nova boa vista,RS,1,-27.992458122241498,-52.980951758737106
nova crixas,GO,1,-14.094530496663717,-50.3435023323089
nova esperanca do piria,PA,1,-2.25722575385321,-46.95885788805854
nova esperanca do sudoeste,PR,1,-25.899983729717466,-53.26151800839115
nova fatima,BA,1,-11.608126706996915,-39.630423046437684
nova floresta,PB,1,-6.455501841703926,-36.20590796891664
atalaia,AL,1,-9.506693572289144,-36.01488129857166
atalanta,SC,1,-27.421321255507692,-49.782950034762216
atilio vivacqua,ES,1,-20.92514780451319,-41.19649395129351
augustinopolis,TO,1,-5.468343671814179,-47.88830548742561
aurilandia,GO,1,-16.6800504509085,-50.46526066427959
morro do pilar,MG,1,-19.219598574626463,-43.38193923972434
morro grande,SC,1,-28.803420626886183,-49.714754963930766
morro redondo,RS,1,-31.59224096153106,-52.624349365652066
santa rosa do sul,SC,1,-29.136415039886842,-49.71729861550307
santa salete,SP,1,-20.245550338689522,-50.69013593805437
santa terezinha,PE,1,-7.376063882701238,-37.4790844995268
santa terezinha,SC,1,-26.77229470653246,-50.00606939758184
santana de pirapama,MG,1,-19.1335158187054,-44.11198717407156
arvoredo,SC,1,-27.078409010542018,-52.45510633727941
assaré,CE,1,-6.874763274275399,-39.871397278605194
assuncao,PB,1,-7.077091335231696,-36.732248704492505
mutunopolis,GO,1,-13.728156076776243,-49.28255872909269
nacip raydan,MG,1,-18.455770957857247,-42.249104419606944
nantes,SP,1,-22.619609862785907,-51.23805573941728
natercia,MG,1,-22.11828175878632,-45.51156447559829
natividade,TO,1,-11.713284776645507,-47.72150567887336
natividade da serra,SP,1,-23.377650255194677,-45.4439920506923
nazare da mata,PE,1,-7.743509777420115,-35.22705300810346
neopolis,SE,1,-10.32593083501133,-36.57752881665699
nossa senhora do ó,PE,1,-8.36072323908884,-34.98625112512223
mucugê,BA,1,-13.008789697437837,-41.37410859508287
mucurici,ES,1,-18.08497000761245,-40.521050875979604
mundo novo,BA,1,-11.872145244234288,-40.48244632951041
murici,AL,1,-9.31049621523562,-35.94520587502116
muritiba,BA,1,-12.622423750740422,-38.98946847054154
murucupi,PA,1,-1.5650067328210797,-48.761537583255155
mutum parana,RO,1,-9.295284884215345,-64.54803083490056
santo antonio do leste,MT,1,-14.80017307791715,-53.611985646481685
monte alegre,RN,1,-6.070730665880155,-35.335571173526176
monte alegre de sergipe,SE,1,-10.028089695011241,-37.56306971851773
monte alverne,RS,1,-29.63334025597507,-52.389486761273076
monte belo do sul,RS,1,-29.16319437700109,-51.63695370139826
monte bonito,RS,1,-31.63880715441437,-52.41553423919472
monte castelo,SC,1,-26.460947401412344,-50.23037014662203
monte castelo,SP,1,-21.299468617508854,-51.5678132069837
santana do itarare,PR,1,-23.75543197589036,-49.62778509649632
santana do sobrado,BA,1,-2.5581064373865994,-35.15902752271931
santo amaro das brotas,SE,1,-10.787406982793302,-37.05256509979146
santo andre,PB,1,-7.221183860031728,-36.63355991201459
santo antonio,RN,1,-6.312023779444396,-35.48054643351865
santo antonio do aracangua,SP,1,-21.078032500350165,-50.241934895118085
santo antonio do caiua,PR,1,-22.73909644362374,-52.34601892264982
santo antonio do canaa,ES,1,2.8545299564090527,-70.31520024946744
campo grande do piaui,PI,1,-7.147809345645576,-41.04434498937297
campo magro,PR,1,-25.375606922660335,-49.38601129666979
mossamedes,GO,1,-16.124703093317933,-50.21340932752605
mucambo,CE,1,-3.905726996478778,-40.74612755881526
aurora do para,PA,1,-2.1350551769507287,-47.55795963271966
santana do capivari,MG,1,-22.248038523732454,-44.93489776223904
santana do deserto,MG,1,-21.950323027583693,-43.16676350069787
santana do ipanema,AL,1,-9.373149147436541,-37.24630827396773
morro vermelho,MG,1,-19.95826027121757,-43.69681781577193
campo alegre de lourdes,BA,1,-9.512360481214106,-43.023321604946226
campo alegre de minas,MG,1,-19.099162775692967,-41.03380534053093
campo alegre do fidalgo,PI,1,-8.377891550634898,-41.835686326509794
campo azul,MG,1,-16.505728294096443,-44.811677797827386
campo do brito,SE,1,-10.750394350095682,-37.49323013983066
campo do tenente,PR,1,-25.98558970418453,-49.67827341565766
campo florido,MG,1,-19.76253702549459,-48.574697713634805
sao domingos,MG,1,-21.227570896101504,-42.82682529318478
miradouro,MG,1,-20.890677076161335,-42.34391248509654
miraguai,RS,1,-27.491427495073015,-53.68604465670731
miranda do norte,MA,1,-3.563524483801414,-44.58210331397584
mirante da serra,RO,1,-11.029251140290844,-62.669725996167365
miravania,MG,1,-14.749084707595326,-44.410436840678585
missao velha,CE,1,-7.248568633878562,-39.14556286279263
mocajuba,PA,1,-2.5816048419757904,-49.50640761955974
santo hipolito,MG,1,-18.29686427547553,-44.22117018630988
santo inacio,PR,1,-22.69356461962243,-51.78896214075949
sao benedito do sul,PE,1,-8.806332139929227,-35.91166911816631
sao bernardino,SC,1,-26.47325807037375,-52.96469591075601
sao bonifacio,SC,1,-27.895615849893577,-48.93100079426772
sao bras,AL,1,-10.126440337605306,-36.898839497412084
sao cristovao do sul,SC,1,-27.2401232242008,-50.44060575687204
sao desiderio,BA,1,-12.400573739228395,-45.016581654847485
santo antonio do leverger,MT,1,-15.903546339002347,-56.034917525987744
santo antonio do planalto,RS,1,-28.39874870582446,-52.69285295823438
santo antonio do rio abaixo,MG,1,-19.22842042560834,-43.25321053389983
santo antonio do taua,PA,1,-1.1451505343640027,-48.127608860891314
santo antonio dos campos,MG,1,-20.100346281135103,-44.97276022033627
santo antônio do aventureiro,MG,1,-21.35522180910734,-43.03374971466126
santo expedito,SP,1,-21.85186391776178,-51.394558865949115
santo expedito do sul,RS,1,-27.930038590396002,-51.65968008202175
monte gordo,BA,1,-12.625605667070458,-38.074572836797316
monte santo,BA,1,-10.438905632289902,-39.33166015708399
monteiropolis,AL,1,-9.603077766424372,-37.24771684332587
montividiu do norte,GO,1,-13.352843374404667,-48.690562356137626
morro agudo de goias,GO,1,-15.315496976111609,-50.05803955934807
morro da garca,MG,1,-18.543011590275103,-44.60180934821425
morro de sao paulo,BA,1,-16.746867739073753,-41.47408760772705
morro do ferro,MG,1,-20.768046872119893,-44.57978038279778
canapi,AL,1,-9.115906531545123,-37.60678416721471
canarana,BA,1,-11.716138289868587,-41.76715907046423
candeal,BA,1,-11.807405855467286,-39.11979421469924
candeias do jamari,RO,1,-8.822748971584446,-63.64934899789282
candido godoi,RS,1,-27.949297688349883,-54.75222141272683
candói,PR,1,-25.560542872996994,-52.03598040524518
mira estrela,SP,1,-19.9756132774764,-50.13439239768762
matias olimpio,PI,1,-3.7160767249664968,-42.55389066321159
aroeiras,PB,1,-7.546247807895233,-35.70730669344224
arroio trinta,SC,1,-26.928511307806666,-51.335122525174846
mimoso de goias,GO,1,-15.058480568297375,-48.16143213393636
minas do leao,RS,1,-30.13951748189073,-52.044881306470145
minduri,MG,1,-21.681808590818736,-44.6011619309737
ministro andreazza,RO,1,-11.189419682393686,-61.52464349969754
campos verdes,GO,1,-14.261393536187512,-49.656981872122394
canaa,MG,1,-20.687087445335333,-42.62021405801984
monte alegre,PA,1,-1.9969953841766244,-54.07097385279389
sao domingos,PE,1,-18.240045143725364,-43.04319484534915
sao domingos do araguaia,PA,1,-5.545977538844235,-48.72407731874157
sao felix de minas,MG,1,-18.59101354127925,-41.48801746924841
sao felix do coribe,BA,1,-13.403164233375415,-44.19472127578593
sao francisco,PB,1,-6.6181673112694925,-38.09634112809656
areial,PB,1,-7.048617955582523,-35.92421174107332
arenopolis,GO,1,-16.385489638361854,-51.55956684307419
moeda,MG,1,-20.33159553899561,-44.05135830727897
moema,MG,1,-19.842861578463324,-45.41231213762334
mogi-mirim,SP,1,-22.447055707474817,-46.94277716745162
mombaça,CE,1,-5.745164121760787,-39.628785542900346
moncao,MA,1,-3.4952781661019174,-45.24770532027483
monsenhor paulo,MG,1,-21.75692776880969,-45.54211959977871
montadas,PB,1,-7.08689252783847,-35.95922466090243
montanhas,RN,1,-6.4885010935799885,-35.28736471075277
capela do alto alegre,BA,1,-11.671553500430177,-39.835957422492854
capela nova,MG,1,-20.925626456194642,-43.620797706959266
capistrano,CE,1,-4.467730528888049,-38.90132461090233
capitao,RS,1,-29.270551732285227,-51.98834367295233
capitao eneas,MG,1,-16.543430516882903,-43.74625376661165
mata,RS,1,-29.56152930010417,-54.45662672556166
maranhaozinho,MA,1,-2.2444368174490115,-45.858553645784795
marcelino vieira,RN,1,-6.290720653421996,-38.16257764200831
sao joao da parauna,GO,1,-16.81907336616139,-50.40796955487757
sao joao da urtiga,RS,1,-27.932156161032005,-52.08508288336865
sao joao de petropolis,ES,1,-19.879860634382204,-40.626739587261234
cantanhede,MA,1,-3.635163252640832,-44.37799275723666
canto do buriti,PI,1,-8.110065701117279,-42.94675725045038
canudos,BA,1,-9.899970940826488,-39.03349393874104
canápolis,BA,1,-13.07598150697971,-44.2019611327694
caparao,MG,1,-20.52392468730391,-41.90630806664008
messias targino,RN,1,-6.079137345909716,-37.51443645815574
sao francisco do brejao,MA,1,-5.125625029862735,-47.3855129108041
sao francisco do gloria,MG,1,-20.784948450006574,-42.498123195396545
sao geraldo da piedade,MG,1,-19.161633524255002,-42.504298516031795
sao geraldo do baguari,MG,1,-20.074379775574123,-42.82067382028981
sao goncalo do rio das pedras,MG,1,-18.41947377280205,-43.49541874314224
sao joao,PE,1,-8.875087087655608,-36.367342051246354
sao joao batista,MA,1,-2.9659182540693436,-44.81225037296473
mato rico,PR,1,-24.702111221053855,-52.159168671726796
matriz de camaragibe,AL,1,-9.156550877434656,-35.53292851997611
matões,MA,1,-5.521318854487161,-43.203509560192636
mauriti,CE,1,-7.38773575202977,-38.77213919129912
medicilandia,PA,1,-3.4509323381238595,-52.890698787639884
mendonca,MG,1,-21.77059918122806,-43.35523022384441
meridiano,SP,1,-20.358241234875713,-50.17546015055213
mesquita,MG,1,-20.016170443597517,-42.791107664347116
mamonas,MG,1,-15.047725331864479,-42.951985807529596
manaíra,PB,1,-7.724392467414579,-38.18546713690376
mandirituba,PR,1,-25.770383610713115,-49.32480184605346
manfrinopolis,PR,1,-26.14422230537972,-53.30975982980494
manoel urbano,AC,1,-8.838577670536376,-69.2613848114748
mansidao,BA,1,-10.719509150237368,-44.034708491994536
maquine,RS,1,-29.657982816170207,-50.210125920847354
macaubal,SP,1,-20.80439845928851,-49.96359837466846
sao jose da boa vista,PR,1,-23.928615454824847,-49.66116447697119
sao jose da tapera,AL,1,-9.559173826522185,-37.382001566455756
sao jose do campestre,RN,1,-6.319450820178444,-35.71115049051256
sao jose do divino,MG,1,-18.480148629594563,-41.38717529945754
mae d'agua,PB,1,-7.244857649640924,-37.41807066724696
magalhaes de almeida,MA,1,-3.3949528767013546,-42.2053222182116
maiquinique,BA,1,-15.62552359210591,-40.26376458018532
malhador,SE,1,-10.658574370171172,-37.30730703260873
mariopolis,PR,1,-26.354778741435545,-52.554335786909114
marques de souza,RS,1,-29.31989803725467,-52.101715835577885
sao joao do paraiso,MA,1,-6.465308612680925,-47.05431224645511
sao joao do paraiso,RJ,1,-22.28155598332901,-45.10349325300495
sao joao do sabugi,RN,1,-6.716532481550868,-37.20194350410655
sao joao do sobrado,ES,1,-18.32097783533344,-40.40572143357216
sao jorge,RS,1,-28.502204381495208,-51.70498151933312
sao jorge do ivai,PR,1,-23.434254875144813,-52.292262199243936
marcos parente,PI,1,-7.120923086505935,-43.889738276564074
marechal deodoro,AL,1,-9.731920433403758,-35.85914026286754
mariano moro,RS,1,-27.351152029483522,-52.144949415883694
maribondo,AL,1,-9.575858848762762,-36.30347185082699
mariental,PR,1,-25.50943247821568,-49.298553
marilac,MG,1,-18.508114563074084,-42.08210977053469
marilena,PR,1,-22.73724580824453,-53.03334337675801
marilândia do sul,PR,1,-23.748005928972272,-51.30400991404446
sao lourenco do piaui,PI,1,-9.169084034367527,-42.544389853520286
lindoia do sul,SC,1,-27.048556328531877,-52.08297158236855
lindolfo collor,RS,1,-29.597265377771162,-51.209442776110954
loreto,MA,1,-7.087963525171027,-45.13612710992875
lucena,PB,1,-6.932743709596139,-34.864933626529265
luis correia,PI,1,-2.88559212354207,-41.652642231169615
lutecia,SP,1,-22.339451604392778,-50.392418293507006
macambira,SE,1,-10.665217872914651,-37.542187247143936
sao jose do xingu,MT,1,-10.797265494155289,-52.7342246444891
arapua,MG,1,-19.03641623988676,-46.1522510525546
arara,PB,1,-6.8277176355033395,-35.76039334973399
araripe,CE,1,-7.198190230663674,-40.141118021081645
araruna,PB,1,-6.534118134203998,-35.743283898915735
arataca,BA,1,-15.261549087667621,-39.416715230662405
aratiba,RS,1,-27.393878979446516,-52.30079208837952
sao jose dos cordeiros,PB,1,-7.40166930885011,-36.816975847308434
capoeiras,PE,1,-8.73865456084915,-36.627217324784084
caracol,MS,1,-21.989173413934324,-57.01148678614192
caraibas,BA,1,-14.697586059449323,-41.26588690904662
caridade,CE,1,-4.233374064303069,-39.200350540483456
sao jose do inhacora,RS,1,-28.12096312877113,-54.049455762915116
sao jose do piaui,PI,1,-6.863954787217288,-41.47791545632816
sao jose do ribeirao,RJ,1,-22.204999999999927,-42.39805999999993
sao jose do serido,RN,1,-6.44890279153824,-36.87879880847374
machadinho,RS,1,-27.567860111684137,-51.668006307550215
machados,PE,1,-7.68635723406433,-35.51526769658776
macieira,SC,1,-26.855407180080487,-51.37578670302245
macuco,RJ,1,-21.98476686864408,-42.25244838242634
macuco de minas,MG,1,-21.062990905913566,-44.6335216202426
madalena,CE,1,-4.842097370780366,-39.56462337909636
capitão andrade,MG,1,-19.071183051265177,-41.8632453890104
capivari do sul,RS,1,-30.143817941020927,-50.51140179879618
lagoa dos tres cantos,RS,1,-28.56831640537261,-52.8534827272249
lagoa real,BA,1,-14.036242095465619,-42.141503947059995
lagoa salgada,RN,1,-6.122106000000002,-35.475278930623794
lagoao,RS,1,-29.22607242963758,-52.77555969880768
